ID,COO,Household Sex,Poverty Threshold,Governerate,ChildAge,ChildSex,Unaccompanied and Separated Children,special protection needs,Children with disability
605,SYR,M,abject,Irbid,12,F,,,
606,SYR,M,abject,Amman,8,F,,,
607,SYR,M,abject,Amman,13,F,,,
608,SYR,M,absolute,Irbid,2,M,,,
609,SYR,M,,Jerash,7,M,,,
610,SYR,M,abject,Balqa,12,M,,,
611,SYR,M,,Jerash,13,F,,,
612,SYR,M,,Jerash,3,M,,,
613,SYR,M,,Jerash,15,M,,,
614,SYR,M,,Jerash,16,M,,,
615,SYR,M,,Jerash,12,F,,,
616,SYR,F,,Irbid,15,F,,,
617,SYR,M,abject,Irbid,5,F,,,
618,SYR,F,absolute,Irbid,13,M,,,
619,SYR,F,absolute,Irbid,11,M,,,
620,SYR,M,,IRBID,15,F,,,
621,SYR,M,abject,Irbid,16,F,,,
622,SYR,M,,IRBID,12,F,,,
623,SYR,M,abject,Irbid,11,F,,,
624,SYR,M,,Jerash,17,F,,,
625,SYR,M,,Jerash,9,M,,,
626,SYR,F,absolute,Irbid,10,M,,,
627,SYR,F,absolute,Irbid,2,F,,,
628,SYR,M,abject,Irbid,12,F,,,
629,SYR,M,abject,Irbid,4,F,,,
630,SYR,M,abject,Irbid,15,F,,,
631,SYR,F,abject,Irbid,6,F,,,
632,SYR,M,abject,Balqa,14,F,,,
633,SYR,M,,Jerash,10,F,,,
634,SYR,M,,Jerash,11,F,,,
635,SYR,M,,Jerash,4,M,,,
636,SYR,M,abject,Balqa,5,M,,,
637,SYR,M,,IRBID,14,F,,,
638,SYR,M,absolute,Irbid,2,M,,,
639,SYR,M,,Irbid,1,F,,,
640,SYR,M,abject,Madaba,2,F,,,
641,SYR,M,abject,Irbid,4,F,,,
642,SYR,M,abject,Irbid,10,F,,,
643,SYR,M,absolute,Irbid,0,F,,,
644,SYR,F,,Ajloun,2,M,,,
645,SYR,M,,IRBID,8,F,,,
646,SYR,M,abject,Madaba,15,M,,,
647,SYR,M,abject,Madaba,10,M,,,
648,SYR,F,absolute,Irbid,11,M,,,
649,SYR,F,absolute,Jerash,13,F,,,
650,SYR,M,,IRBID,8,M,,,
651,SYR,M,absolute,Irbid,6,M,,,
652,SYR,F,absolute,IRBID,13,F,,,
653,SYR,M,,Irbid,2,M,,,
654,SYR,F,absolute,Irbid,11,M,,,
655,SYR,F,absolute,Irbid,2,F,,,
656,SYR,F,absolute,Irbid,8,F,,,
657,SYR,M,,Jerash,14,M,,,
658,SYR,M,,IRBID,13,M,,,
659,SYR,M,abject,Irbid,7,M,,,
660,SYR,M,,IRBID,4,M,,,
661,SYR,M,abject,Irbid,3,M,,,
662,SYR,M,abject,Irbid,2,F,,,
663,SYR,M,abject,Irbid,14,M,,,
664,SYR,M,absolute,Irbid,4,M,,,
665,SYR,M,abject,Madaba,4,M,,,
666,SYR,F,absolute,IRBID,15,M,,,
667,SYR,M,abject,Madaba,13,M,,,
668,SYR,F,abject,Irbid,6,F,,,
669,SYR,M,abject,Madaba,10,F,,,
670,SYR,M,abject,Irbid,13,M,,,
671,SYR,M,abject,Irbid,6,F,,,
672,SYR,F,absolute,Jerash,10,F,,,
673,SYR,F,,IRBID,12,F,,,
674,SYR,F,abject,Irbid,3,F,,,
675,SYR,M,,IRBID,7,F,,,
676,SYR,F,absolute,Irbid,5,M,,,
677,SYR,M,abject,Irbid,14,F,,,
678,SYR,F,absolute,Irbid,1,F,,,
679,SYR,F,abject,Irbid,13,M,,,
680,SYR,F,abject,Irbid,16,F,,,
681,SYR,M,,IRBID,0,F,,,
682,SYR,F,absolute,Irbid,14,F,,,
683,SYR,M,abject,Irbid,4,F,,,
684,SYR,F,absolute,Irbid,17,F,,,
685,SYR,F,abject,Irbid,11,F,,,
686,SYR,F,abject,Irbid,13,M,,,DS
687,SYR,F,absolute,Irbid,15,M,,,
688,SYR,M,abject,Irbid,7,M,,,
689,SYR,M,abject,Irbid,14,F,,,
690,SYR,F,abject,Irbid,5,F,,,
691,SYR,F,absolute,Irbid,2,M,,,
692,SYR,M,abject,Irbid,16,M,,,
693,SYR,F,absolute,Irbid,4,F,,,
694,SYR,F,abject,Irbid,10,M,,,
695,SYR,F,absolute,Irbid,5,M,,,
696,SYR,F,,IRBID,9,M,,,
697,SYR,F,,IRBID,13,F,,,
698,SYR,M,abject,Irbid,6,M,,,
699,SYR,M,,IRBID,3,F,,,
700,SYR,M,,IRBID,2,M,,,
701,SYR,F,absolute,Irbid,7,M,,,
702,SYR,M,absolute,Irbid,17,F,,,
703,SYR,M,,Ajloun,9,M,,,
704,SYR,M,absolute,Irbid,15,M,,,
705,SYR,M,,IRBID,5,M,,,
706,SYR,M,,IRBID,15,F,,,
707,SYR,M,,IRBID,9,F,,,
708,SYR,M,absolute,Irbid,12,M,,,
709,SYR,M,,IRBID,16,M,,,
710,SYR,M,,IRBID,7,F,,,
711,SYR,M,,IRBID,11,M,,,
712,SYR,M,,IRBID,13,M,,,
713,SYR,M,,Ajloun,6,F,,,
714,SYR,M,,Ajloun,17,F,,,
715,SYR,M,,Ajloun,5,M,,,
716,SYR,F,absolute,Irbid,11,M,,,
717,SYR,M,,Ajloun,11,M,,,
718,SYR,F,absolute,Irbid,9,M,,,
719,SYR,F,,IRBID,6,M,,,
720,SYR,M,,Ajloun,1,M,,,
721,SYR,M,,Zarqa,4,M,,,
722,SYR,M,,IRBID,9,F,,,
723,SYR,M,,Ajloun,3,F,,,
724,SYR,M,,IRBID,13,F,,,
725,SYR,M,,Ajloun,15,F,,,
726,SYR,M,,IRBID,13,F,,,
727,SYR,F,,IRBID,11,M,,,
728,SYR,F,,IRBID,13,F,,,
729,SYR,F,,Ajloun,0,M,,,
730,SYR,M,,Zarqa,10,M,,,
731,SYR,M,,Ajloun,4,M,,,DS
732,SYR,M,,Ajloun,3,F,,,
733,SYR,M,,IRBID,13,F,,,
734,SYR,M,,IRBID,17,F,,,
735,SYR,F,abject,Irbid,14,F,,,
736,SYR,F,absolute,Irbid,7,M,,,
737,SYR,M,abject,Irbid,10,F,,,
738,SYR,M,abject,Irbid,14,F,,,
739,SYR,M,,IRBID,8,M,,,
740,SYR,M,abject,Irbid,8,M,,,
741,SYR,F,absolute,Irbid,4,M,,,
742,SYR,M,,IRBID,17,F,,,
743,SYR,M,,IRBID,7,M,,,
744,SYR,M,,IRBID,0,M,,,
745,SYR,M,,IRBID,9,M,,,
746,SYR,M,,Ajloun,11,F,,,
747,SYR,M,,Ajloun,7,F,,,
748,SYR,F,absolute,Irbid,6,F,,,
749,SYR,M,,Ajloun,13,F,,,
750,SYR,F,abject,Irbid,5,F,,,
751,SYR,F,absolute,Irbid,7,M,,,
752,SYR,F,absolute,Irbid,17,F,,,
753,SYR,F,absolute,Irbid,9,M,,,
754,SYR,F,absolute,Irbid,5,F,,,
755,SYR,F,absolute,Irbid,3,F,,,
756,SYR,M,abject,Irbid,10,F,,,
757,SYR,F,abject,Irbid,8,F,,,
758,SYR,F,absolute,Irbid,17,F,,,
759,SYR,F,absolute,Irbid,11,F,,,
760,SYR,F,absolute,Irbid,15,F,,,
761,SYR,F,absolute,Irbid,13,F,,,
762,SYR,F,absolute,Irbid,14,F,,,
763,SYR,M,absolute,Zarqa,16,M,,,
764,SYR,M,,Zarqa,5,F,,,
765,SYR,F,abject,Irbid,17,M,,,
766,SYR,M,abject,Amman,11,M,,,
767,SYR,M,,IRBID,1,M,,,
768,SYR,F,abject,Irbid,13,F,,,
769,SYR,F,abject,Irbid,3,M,,,
770,SYR,F,abject,Irbid,12,M,,,
771,SYR,M,,IRBID,11,F,,,
772,SYR,M,,IRBID,15,M,,,
773,SYR,M,,IRBID,17,M,,,
774,SYR,F,absolute,Irbid,4,F,,,
775,SYR,F,absolute,Irbid,2,M,,,
776,SYR,F,absolute,Irbid,3,M,,,
777,SYR,M,,Zarqa,16,F,,,
778,SYR,M,,Zarqa,9,M,,,
779,SYR,F,absolute,Irbid,11,M,,,
780,SYR,M,,IRBID,9,F,,,
781,SYR,F,absolute,Irbid,11,F,,,
782,SYR,M,,IRBID,17,M,,,
783,SYR,F,absolute,Irbid,7,M,,,
784,SYR,M,,Zarqa,13,F,,,
785,SYR,F,absolute,Irbid,3,F,,,
786,SYR,F,absolute,Irbid,3,F,,,
787,SYR,F,absolute,Irbid,6,F,,,
788,SYR,M,abject,Irbid,17,M,,,
789,SYR,F,abject,Irbid,2,M,,,
790,SYR,F,absolute,Irbid,6,M,,,
791,SYR,F,abject,Irbid,16,M,,,
792,SYR,M,,IRBID,13,M,,,
793,SYR,F,absolute,Irbid,12,M,,,
794,SYR,F,absolute,Irbid,6,M,,,
795,SYR,F,absolute,Irbid,14,M,,,
796,SYR,M,absolute,Zarqa,6,F,,,
797,SYR,M,,Zarqa,0,M,,,
798,SYR,M,absolute,Irbid,4,M,,,
799,SYR,M,absolute,Irbid,9,M,,,
800,SYR,M,absolute,Irbid,7,M,,,
801,SYR,M,,Zarqa,3,F,,,
802,SYR,F,,IRBID,4,M,,,
803,SYR,F,,IRBID,9,M,,,
804,SYR,F,absolute,Irbid,4,F,,,
805,SYR,F,absolute,Irbid,5,M,,,
806,SYR,M,abject,Irbid,5,M,,,
807,SYR,M,abject,Irbid,12,F,,,
808,SYR,M,abject,Irbid,7,M,,,
809,SYR,F,abject,Irbid,16,M,,,
810,SYR,F,absolute,Irbid,9,M,,,
811,SYR,F,absolute,Irbid,15,M,,,DS
812,SYR,F,abject,Irbid,14,M,,,
813,SYR,F,,IRBID,14,M,,,
814,SYR,F,absolute,Irbid,6,M,,,
815,SYR,F,,IRBID,12,M,,,
816,SYR,M,,IRBID,11,M,,,DS
817,SYR,M,abject,Amman,4,F,,,
818,SYR,M,absolute,Zarqa,11,M,,,
819,SYR,F,abject,Irbid,2,M,,,
820,SYR,F,absolute,Irbid,6,F,,,
821,SYR,F,absolute,Irbid,12,F,,,
822,SYR,M,abject,Irbid,10,F,,,
823,SYR,M,abject,Amman,17,M,,,
824,SYR,F,abject,Irbid,7,M,,,
825,SYR,M,,Zarqa,10,F,,,
826,SYR,F,abject,Irbid,10,M,,,
827,SYR,F,abject,Irbid,12,F,,,
828,SYR,M,,IRBID,17,M,,,
829,SYR,F,absolute,Irbid,1,F,,,
830,SYR,M,abject,Irbid,10,F,,,
831,SYR,M,abject,Irbid,9,M,,,
832,SYR,F,,IRBID,7,F,,,
833,SYR,F,abject,Irbid,7,M,,,
834,SYR,F,absolute,Irbid,9,M,,,
835,SYR,F,abject,Irbid,8,F,,,
836,SYR,F,,IRBID,7,M,,,
837,SYR,F,absolute,Irbid,1,M,,,
838,SYR,M,abject,Irbid,5,M,,,
839,SYR,F,abject,Irbid,10,F,,,
840,SYR,F,abject,Irbid,5,M,,,
841,SYR,F,abject,Irbid,13,M,,,
842,SYR,F,absolute,Irbid,4,M,,,
843,SYR,M,absolute,Irbid,9,F,,,
844,SYR,M,abject,Irbid,14,F,,,
845,SYR,F,abject,Irbid,16,F,,,
846,SYR,F,abject,Irbid,6,M,,,
847,SYR,F,absolute,Irbid,8,F,,,
848,SYR,F,abject,Irbid,5,F,,,
849,SYR,F,abject,Mafraq,16,F,,,
850,SYR,M,,IRBID,1,M,,,
851,SYR,M,,IRBID,17,M,,,
852,SYR,F,,Jerash,4,M,,,
853,SYR,M,,IRBID,6,M,,,
854,SYR,F,abject,Mafraq,9,M,,,
855,SYR,M,,IRBID,12,M,,,
856,SYR,F,abject,Irbid,12,F,,,
857,SYR,M,,IRBID,4,M,,,
858,SYR,F,,Irbid,3,M,,,
859,SYR,M,absolute,Irbid,6,M,,,
860,SYR,F,abject,Irbid,6,M,,,
861,SYR,M,abject,Irbid,13,F,,,
862,SYR,F,abject,Irbid,15,F,,,
863,SYR,F,absolute,Irbid,17,M,,,
864,SYR,F,absolute,Irbid,16,F,,,
865,SYR,F,abject,Jerash,5,M,,,
866,SYR,F,abject,Irbid,13,F,,,
867,SYR,F,abject,Irbid,4,M,,,
868,SYR,F,abject,Jerash,10,M,,,
869,SYR,F,abject,Irbid,16,M,,,
870,SYR,M,,IRBID,3,F,,,
871,SYR,M,,IRBID,7,M,,,
872,SYR,M,abject,Irbid,0,F,,,
873,SYR,M,abject,Amman,11,M,,,
874,SYR,M,absolute,Irbid,11,F,,,
875,SYR,F,,IRBID,4,M,,,
876,SYR,F,,IRBID,5,F,,,
877,SYR,F,abject,Jerash,11,F,,,
878,SYR,F,abject,Jerash,3,M,,,
879,SYR,M,abject,Ajloun,12,M,,,
880,SYR,F,abject,Jerash,7,F,,,
881,SYR,F,absolute,Irbid,2,M,,,
882,SYR,F,absolute,Irbid,5,F,,,
883,SYR,F,abject,Irbid,14,M,,,
884,SYR,F,,Irbid,1,F,,,
885,SYR,M,abject,Irbid,11,F,,,
886,SYR,M,,IRBID,9,M,,,
887,SYR,F,absolute,Irbid,9,M,,,
888,SYR,M,,IRBID,5,M,,,
889,SYR,M,abject,Irbid,6,M,,,
890,SYR,M,abject,Irbid,2,M,,,DS
891,SYR,M,,IRBID,10,F,,,
892,SYR,M,absolute,Irbid,13,M,,,
893,SYR,F,absolute,Irbid,7,M,,,
894,SYR,M,abject,Irbid,10,F,,,
895,SYR,F,absolute,Irbid,9,M,,,
896,SYR,F,absolute,Irbid,10,M,,,DS
897,SYR,M,abject,Irbid,4,M,,,
898,SYR,M,,IRBID,16,M,,,
899,SYR,M,absolute,Irbid,14,F,,,
900,SYR,M,absolute,Irbid,9,M,,,
901,SYR,F,,Irbid,0,F,,,
902,SYR,F,absolute,Irbid,7,F,,,
903,SYR,F,abject,Irbid,13,M,,,
904,SYR,M,abject,Ajloun,5,M,,,
905,SYR,M,,IRBID,1,F,,,
906,SYR,F,absolute,Irbid,12,F,,,
907,SYR,F,abject,Irbid,11,M,,,
908,SYR,M,abject,Irbid,8,F,,,
909,SYR,M,,IRBID,8,M,,,
910,SYR,F,absolute,Irbid,9,M,,,
911,SYR,M,absolute,Irbid,1,M,,,
912,SYR,M,absolute,Irbid,7,M,,,
913,SYR,F,abject,Irbid,7,M,,,
914,SYR,M,,IRBID,3,F,,,
915,SYR,F,abject,Irbid,7,F,,,
916,SYR,F,abject,Irbid,6,M,,,
917,SYR,F,abject,Irbid,9,F,,,
918,SYR,M,absolute,Irbid,1,M,,,
919,SYR,F,abject,Irbid,9,M,,,
920,SYR,F,abject,Irbid,14,F,,,
921,SYR,M,,IRBID,4,M,,,
922,SYR,M,,IRBID,11,M,,,
923,SYR,M,,IRBID,3,M,,,
924,SYR,M,,IRBID,6,F,,,
925,SYR,M,absolute,Irbid,2,M,,,
926,SYR,F,abject,Irbid,9,M,,,
927,SYR,M,,IRBID,12,M,,,DS
928,SYR,F,abject,Irbid,4,F,,,
929,SYR,F,,Irbid,0,M,,,
930,SYR,M,,IRBID,14,F,,,
931,SYR,M,,IRBID,6,M,,,
932,SYR,F,abject,Irbid,15,F,,,
933,SYR,F,,IRBID,9,M,,,
934,SYR,F,,IRBID,0,F,,,
935,SYR,F,,IRBID,4,F,,,
936,SYR,F,abject,Irbid,2,F,,,
937,SYR,M,,IRBID,6,F,,,
938,SYR,F,absolute,Irbid,2,F,,,
939,SYR,F,absolute,Irbid,1,F,,,
940,SYR,F,,IRBID,6,F,,,
941,SYR,F,abject,Irbid,10,F,,,
942,SYR,M,,IRBID,11,M,,,
943,SYR,M,,IRBID,15,M,,,
944,SYR,M,,IRBID,6,M,,,
945,SYR,F,,IRBID,2,M,,,
946,SYR,F,,IRBID,11,M,,,
947,SYR,F,abject,Irbid,8,F,,,
948,SYR,F,,Ajloun,3,F,,,
949,SYR,M,,IRBID,4,M,,,
950,SYR,M,,IRBID,10,M,,,
951,SYR,F,,Ajloun,5,F,,,
952,SYR,F,,IRBID,16,F,,,
953,SYR,M,,Zarqa,8,F,,,
954,SYR,M,,Zarqa,12,M,,,
955,SYR,M,,IRBID,16,M,,,
956,SYR,F,absolute,Irbid,5,M,,,
957,SYR,M,,IRBID,15,M,,,
958,SYR,F,absolute,Irbid,7,M,,,
959,SYR,M,,IRBID,16,F,,,
960,SYR,M,,IRBID,8,F,,,
961,SYR,M,,IRBID,6,F,,,
962,SYR,M,,IRBID,8,F,,,
963,SYR,M,,IRBID,2,F,,,
964,SYR,M,,IRBID,7,M,,,
965,SYR,M,,Irbid,8,M,,,
966,SYR,F,,IRBID,0,M,,,
967,SYR,M,,IRBID,5,M,,,
968,SYR,M,,IRBID,10,M,,,
969,SYR,F,abject,Mafraq,14,F,,,
970,SYR,M,,IRBID,5,M,,,
971,SYR,F,absolute,Irbid,13,F,,,
972,SYR,M,,IRBID,6,M,,,
973,SYR,F,,Irbid,12,F,,,
974,SYR,M,,IRBID,9,M,,,
975,SYR,M,,Amman,13,M,,,DS
976,SYR,F,abject,Mafraq,8,F,SC,,
977,SYR,M,,IRBID,12,M,,,
978,SYR,M,,IRBID,3,M,,,
979,SYR,M,,Irbid,11,F,,,
980,SYR,F,,Irbid,7,F,,,
981,SYR,M,,Irbid,3,F,,,
982,SYR,M,,IRBID,0,F,,,
983,SYR,M,,Irbid,0,F,,,
984,SYR,F,,IRBID,3,M,,,
985,SYR,M,,IRBID,7,M,,,
986,SYR,F,abject,Mafraq,8,M,,,
987,SYR,F,,Jerash,2,F,,,
988,SYR,M,,IRBID,9,M,,,
989,SYR,M,,IRBID,16,M,,,
990,SYR,F,,IRBID,11,F,,,
991,SYR,M,,IRBID,15,F,,,
992,SYR,M,abject,Irbid,12,F,,,
993,SYR,M,abject,Irbid,2,F,,,
994,SYR,M,abject,Irbid,15,M,,,
995,SYR,M,,IRBID,6,F,,,
996,SYR,F,,IRBID,15,M,,,
997,SYR,F,,Irbid,10,M,,,
998,SYR,M,,IRBID,8,M,,,
999,SYR,M,,Irbid,9,F,,,
1000,SYR,M,,Irbid,14,M,,,
1001,SYR,M,,Irbid,13,M,,,
1002,SYR,F,abject,Mafraq,14,F,,,
1003,SYR,M,,Amman,17,F,,,
1004,SYR,M,,IRBID,15,M,,,
1005,SYR,F,,Irbid,3,F,,,
1006,SYR,M,,IRBID,13,F,,,
1007,SYR,M,,IRBID,12,F,,,
1008,SYR,M,,IRBID,5,M,,,
1009,SYR,M,,Jerash,8,F,,,
1010,SYR,M,,IRBID,17,M,,,
1011,SYR,M,abject,Irbid,14,M,,,
1012,SYR,M,abject,Irbid,2,M,,,
1013,SYR,M,,IRBID,7,F,,,
1014,SYR,M,,Jerash,9,M,,,
1015,SYR,M,,IRBID,13,F,,,DS
1016,SYR,F,,Ajloun,10,F,,,
1017,SYR,M,abject,Irbid,9,F,,,
1018,SYR,M,,IRBID,12,F,,,
1019,SYR,F,absolute,Irbid,17,F,,,
1020,SYR,F,absolute,Irbid,14,M,,,
1021,SYR,F,absolute,Irbid,11,F,,,
1022,SYR,F,absolute,Irbid,9,M,,,
1023,SYR,F,abject,Mafraq,2,M,,,
1024,SYR,F,abject,Mafraq,0,F,,,
1025,SYR,M,,IRBID,4,F,,,
1026,SYR,F,,Ajloun,3,F,,,
1027,SYR,M,,IRBID,12,F,,,
1028,SYR,M,,Jerash,3,F,,,
1029,SYR,M,,IRBID,10,F,,,
1030,SYR,M,,IRBID,10,F,,,
1031,SYR,M,,Jerash,16,M,,,
1032,SYR,M,,Jerash,14,F,,,
1033,SYR,M,,IRBID,4,F,,,
1034,SYR,F,absolute,Irbid,7,M,,,
1035,SYR,F,absolute,Irbid,12,F,,,
1036,SYR,F,,IRBID,8,F,,,
1037,SYR,F,,IRBID,10,F,,,
1038,SYR,M,abject,Irbid,8,F,,,
1039,SYR,M,abject,Irbid,4,F,,,
1040,SYR,M,,Jerash,14,F,,,
1041,SYR,F,absolute,Irbid,5,F,,,
1042,SYR,F,absolute,Irbid,1,M,,,
1043,SYR,F,,IRBID,12,F,,,
1044,SYR,M,abject,Irbid,8,F,,,
1045,SYR,F,,IRBID,2,M,,,
1046,SYR,M,,IRBID,13,F,,,
1047,SYR,M,abject,Irbid,11,F,,,
1048,SYR,M,,Jerash,2,F,,,
1049,SYR,M,,Jerash,17,M,,,
1050,SYR,M,,IRBID,14,M,,,
1051,SYR,M,abject,Irbid,13,M,,,
1052,SYR,M,abject,Irbid,0,F,,,
1053,SYR,M,,Jerash,3,F,,,
1054,SYR,M,,IRBID,7,M,,,
1055,SYR,M,,IRBID,9,M,,,
1056,SYR,F,absolute,Irbid,4,M,,,
1057,SYR,M,,IRBID,5,F,,,
1058,SYR,F,absolute,Irbid,6,M,,,
1059,SYR,M,,IRBID,8,M,,,
1060,SYR,F,absolute,Irbid,15,F,,,
1061,SYR,M,,IRBID,10,M,,,
1062,SYR,F,absolute,Irbid,12,M,,,
1063,SYR,M,,IRBID,13,F,,,
1064,SYR,M,,IRBID,8,M,,,
1065,SYR,M,,IRBID,9,F,,,
1066,SYR,F,,IRBID,7,F,,,
1067,SYR,M,,IRBID,3,M,,,
1068,SYR,F,,IRBID,9,M,,,
1069,SYR,F,,IRBID,6,M,,,
1070,SYR,F,absolute,Irbid,15,F,,,
1071,SYR,M,absolute,Irbid,6,M,,,
1072,SYR,M,absolute,Irbid,3,F,,,
1073,SYR,F,absolute,Irbid,15,F,,,
1074,SYR,M,,IRBID,13,M,,,
1075,SYR,F,abject,Mafraq,7,F,,,
1076,SYR,F,,IRBID,12,M,,,
1077,SYR,M,,IRBID,11,M,,,
1078,SYR,F,,IRBID,16,F,,,
1079,SYR,M,,IRBID,1,F,,,
1080,SYR,M,,IRBID,14,F,,,
1081,SYR,M,,IRBID,5,F,,,
1082,SYR,M,,IRBID,1,F,,,
1083,SYR,M,,IRBID,4,M,,,
1084,SYR,F,absolute,Irbid,12,M,,,
1085,SYR,M,,IRBID,12,M,,,
1086,SYR,F,,Jerash,13,M,,,
1087,SYR,F,abject,Mafraq,15,M,,,
1088,SYR,F,abject,Mafraq,10,M,,,
1089,SYR,F,,IRBID,6,M,,,
1090,SYR,M,,IRBID,5,M,,,
1091,SYR,F,,IRBID,8,F,,,
1092,SYR,M,,IRBID,9,F,,,
1093,SYR,M,abject,Irbid,11,F,,,
1094,SYR,F,,Ajloun,16,M,,,
1095,SYR,M,,IRBID,1,M,,,
1096,SYR,F,,Irbid,1,M,,,
1097,SYR,F,,Irbid,5,F,,,
1098,SYR,F,,Irbid,6,M,,,
1099,SYR,M,absolute,Irbid,5,F,,,
1100,SYR,F,,IRBID,3,M,,,
1101,SYR,M,,IRBID,7,F,,,
1102,SYR,F,absolute,Irbid,4,M,,,
1103,SYR,M,,IRBID,4,M,,,
1104,SYR,M,,IRBID,11,F,,,
1105,SYR,M,abject,Irbid,5,M,,,
1106,SYR,F,,Ajloun,8,F,,,
1107,SYR,M,,IRBID,3,M,,,
1108,SYR,F,,IRBID,2,M,,,DS
1109,SYR,M,,IRBID,10,F,,,
1110,SYR,M,,IRBID,8,F,,,
1111,SYR,M,,IRBID,6,F,,,DS
1112,SYR,M,absolute,Irbid,17,M,,,
1113,SYR,M,,IRBID,17,M,,,
1114,SYR,F,,Ajloun,6,M,,,
1115,SYR,M,,IRBID,3,M,,,
1116,SYR,M,absolute,Irbid,3,M,,,
1117,SYR,M,,IRBID,5,M,,,
1118,SYR,M,abject,Mafraq,7,M,,,
1119,SYR,M,,IRBID,14,F,,,
1120,SYR,M,abject,Mafraq,11,M,,,
1121,SYR,M,,IRBID,5,M,,,
1122,SYR,F,,Ajloun,11,F,,,
1123,SYR,F,absolute,Irbid,17,F,,,
1124,SYR,M,absolute,Irbid,6,M,,,
1125,SYR,M,,IRBID,6,M,,,
1126,SYR,M,,IRBID,4,F,,,
1127,SYR,M,abject,Mafraq,9,M,,,
1128,SYR,M,,IRBID,2,M,,,
1129,SYR,M,,IRBID,12,M,,,
1130,SYR,M,,IRBID,11,M,,,
1131,SYR,M,,IRBID,4,M,,,
1132,SYR,F,abject,Irbid,11,M,,,
1133,SYR,M,,IRBID,9,F,,,
1134,SYR,M,abject,Irbid,8,F,,,
1135,SYR,F,,Irbid,1,F,,,
1136,SYR,M,absolute,Irbid,5,M,,,
1137,SYR,M,,IRBID,12,F,,,
1138,SYR,F,abject,Irbid,8,F,,,
1139,SYR,M,abject,Irbid,6,F,,,
1140,SYR,F,abject,Irbid,5,F,,,
1141,SYR,M,,IRBID,3,F,,,
1142,SYR,F,,Jerash,16,F,,,
1143,SYR,M,abject,Irbid,3,M,,,
1144,SYR,M,,IRBID,8,F,,,
1145,SYR,F,absolute,Irbid,8,F,,,
1146,SYR,M,abject,Mafraq,17,M,,,
1147,SYR,M,abject,Mafraq,13,M,,,
1148,SYR,M,,IRBID,7,F,,,
1149,SYR,F,absolute,Irbid,11,M,,,
1150,SYR,M,abject,Mafraq,5,F,,,
1151,SYR,M,absolute,Irbid,14,F,,,
1152,SYR,M,,IRBID,10,F,,,
1153,SYR,M,abject,Irbid,3,F,,,
1154,SYR,M,abject,Irbid,11,F,,,
1155,SYR,M,,IRBID,8,F,,,
1156,SYR,F,absolute,Irbid,15,M,,,
1157,SYR,M,abject,Mafraq,2,M,,,
1158,SYR,M,,Ajloun,13,F,,,
1159,SYR,M,absolute,Irbid,0,F,,,
1160,SYR,M,absolute,Irbid,4,M,,,
1161,SYR,M,,IRBID,15,F,,,
1162,SYR,M,abject,Irbid,1,M,,,
1163,SYR,M,abject,Irbid,11,F,,,
1164,SYR,F,,Irbid,6,M,,,
1165,SYR,F,absolute,Irbid,11,F,,,
1166,SYR,F,absolute,Balqa,10,M,,,
1167,SYR,F,absolute,Irbid,12,M,,,
1168,SYR,M,,IRBID,14,M,,,
1169,SYR,M,,IRBID,12,M,,,
1170,SYR,F,abject,Irbid,13,F,,,
1171,SYR,F,abject,Irbid,9,F,,,
1172,SYR,F,absolute,Irbid,4,F,,,
1173,SYR,F,,IRBID,10,F,,,
1174,SYR,F,absolute,Irbid,5,F,,,
1175,SYR,F,absolute,Irbid,4,M,,,
1176,SYR,F,absolute,Amman,9,M,,,
1177,SYR,F,absolute,Amman,15,M,,,
1178,SYR,F,abject,Irbid,15,F,,,
1179,SYR,M,,Ajloun,3,M,,,
1180,SYR,F,abject,Irbid,2,F,,,
1181,SYR,F,abject,Irbid,11,F,,,
1182,SYR,F,abject,Irbid,9,M,,,
1183,SYR,M,,IRBID,7,F,,,
1184,SYR,M,,IRBID,16,M,,,
1185,SYR,F,absolute,Amman,13,F,,,
1186,SYR,F,abject,Irbid,14,M,,,
1187,SYR,M,,Ajloun,5,M,,,
1188,SYR,M,,IRBID,13,F,,,
1189,SYR,M,,IRBID,7,F,,,
1190,SYR,F,absolute,Irbid,17,M,,,
1191,SYR,M,,IRBID,12,M,,,
1192,SYR,M,,IRBID,9,F,,,
1193,SYR,M,,IRBID,14,F,,,
1194,SYR,M,,IRBID,5,M,,,
1195,SYR,F,abject,Irbid,1,F,,,
1196,SYR,F,,IRBID,10,F,,,
1197,SYR,F,absolute,Irbid,8,M,,,
1198,SYR,M,,IRBID,9,M,,,
1199,SYR,M,,Ajloun,7,M,,,
1200,SYR,F,absolute,Irbid,5,M,,,
1201,SYR,F,absolute,Irbid,11,F,,,
1202,SYR,M,absolute,Irbid,10,F,,,
1203,SYR,M,,Jerash,10,F,,,
1204,SYR,M,abject,Irbid,7,M,,,
1205,SYR,F,absolute,Irbid,7,F,,,
1206,SYR,F,abject,Irbid,5,F,,,
1207,SYR,M,,Ajloun,10,F,,,
1208,SYR,M,,IRBID,5,F,,,
1209,SYR,M,,IRBID,1,F,,,
1210,SYR,M,absolute,Irbid,10,F,,,
1211,SYR,M,abject,Irbid,5,F,,,
1212,SYR,M,,Ajloun,8,M,,,
1213,SYR,M,,Ajloun,11,M,,,
1214,SYR,M,,IRBID,3,M,,,
1215,SYR,M,,IRBID,11,F,,,
1216,SYR,M,,IRBID,16,M,,,
